"PA_status", "SocialSupport", "SocialSupport1", "SocialSupport2", "NegativeAttitude", "NegativeAttitude1", "NegativeAttitude2", "NegAt_BaConbrrier", "PositiveAttitude", "PositiveAttitude1", "PositiveAttitude2", "PosAt_BaConenblr", "SymptomsDistress", "Symp_Dis_Emotionbrrier", "SelfEfficacy", "SE_BaCapbrrier", "PerceivedSymptoms", "PerceivedSymptoms1", "PerceivedSymptoms2", "Dysphoria", "Dysphoria1", "Dysphoria2", "sum_quotes_per_participant"
12.5057471264368, 0.623931623931624, 0.623931623931624, 1, 1, 1, 1, 0.442366846707196, 0.857994041708044, 0.770605759682225, 12.5057471264368, 1.0175312006333, 1, 1.9149072296865, 24.2790697674419, 0.790520037668725, 61.3012048192771, 61.3012048192771, 1, 1.42946821722931, 1, 1.42946821722931, 1
11.6489361702128, 1.49927571221632, 1.49927571221632, 1, 1, 1, 1, 2.92467165961142, 1.10415054041292, 1.39251670018099, 0.0333172380492516, 0.933581049698096, 1, 1.47234521048563, 0.761368377138089, 0.573150468540268, 0.733224261963766, 1, 0.733224261963766, 0.065359477124183, 1, 0.065359477124183, 1
16.4, 1.36325625793829, 2.02680708472954, 0.683006223073241, 0.020787478601125, 0.020787478601125, 1, 0.513516797278416, 2.16990473659846, 2.46863548681298, 0.0808080808080808, 1.93039308643638, 1, 0.683006223073241, 32.28125, 0.156922250146206, 1.01165729192142, 1, 1.01165729192142, 0.683006223073241, 1, 0.683006223073241, 1
12.7764705882353, 1.98610933642198, 1.98610933642198, 1, 0.835063437139562, 0.065359477124183, 12.7764705882353, 2.40731404993054, 0.648655542426608, 0.806526292580752, 0.282904591338326, 0.567046733906657, 1, 2.43011260729191, 12.7764705882353, 0.460785919968226, 1.62309368191721, 0.065359477124183, 24.8333333333333, 1.62309368191721, 1, 1.62309368191721, 1
17.6833333333333, 1, 1, 1, 0.056550424128181, 0.056550424128181, 1, 0.544860948575943, 1.61835646055966, 1.7901498167325, 1, 1.78904860852665, 0.0189480561907873, 0.386525072086645, 1.9754309174268, 0.583965278771403, 1, 0.056550424128181, 17.6833333333333, 0.506218664078926, 1, 0.506218664078926, 1
16.8888888888889, 0.45108838185156, 0.609433822986639, 0.0547686496694995, 0.0276833414278776, 0.0276833414278776, 1, 1.57126788969476, 1.53706266060486, 1.95121951219512, 0.0547686496694995, 1.94550901387978, 1, 1.87508499271491, 1, 0.418102685679912, 0.536152093817543, 0.0106740462542004, 50.2295081967213, 1.87508499271491, 1, 1.87508499271491, 1
18.2586206896552, 0.0421052631578947, 0.0421052631578947, 1, 1, 1, 1, 93.6851851851852, 1.29220945083014, 1.29220945083014, 1, 1.65531914893617, 1, 0.768784029038112, 18.2586206896552, 0.508527649222736, 0.852341390779165, 54.625, 0.505328181268564, 0.768784029038112, 1, 0.768784029038112, 1
14, 0.629769820971867, 0.629769820971867, 1, 0.0259487512163477, 0.0757156048014774, 0.0388862217954873, 0.346102598267821, 2.59774105945893, 3.28256431196407, 0.544407105136822, 3.03786571456908, 1, 0.544407105136822, 41.04, 0.184819940204314, 0.177215189873418, 0.363282517028868, 0.0259487512163477, 1.06001846722068, 1, 1.06001846722068, 1
15.3, 0.596576939135276, 1.52573529411765, 0.0224609375, 15.3, 1, 15.3, 2.44323151023512, 1.46296663363066, 2.7570453154691, 0.255500982318271, 1.12008980599164, 0.0662313432835821, 0.501224338714729, 60.7611940298508, 0.514577312138728, 0.202109621451104, 1.01333955223881, 0.0166994106090373, 1.01400313356835, 0.0662313432835821, 1.9879001730478, 1
14.9027777777778, 0.733104125736739, 2.90755597014925, 0.0224609375, 0.0337837837837838, 1, 0.0337837837837838, 1.11033950617284, 1.24025537634409, 1.6415144686907, 0.0337837837837838, 1.20040492533719, 1, 0.986391320898363, 29.1971830985915, 0.659683611331745, 0.98603515625, 1.48310810810811, 0.0662313432835821, 0.986391320898363, 1, 0.986391320898363, 1
